semester,high_school_marks,entrance_exam_score,attendance,final_grade,pass_fail,prev_sem_grade
1,78.08871763559229,41.75018581871587,75.1672565303077,45.27852895864552,0,
2,73.4931812441366,42.954664084497345,81.51194061914522,67.78197801172878,1,9.15
2,72.34430726541747,52.33230824172919,94.13684194911224,71.06684626736464,1,5.97
2,90.5352503913425,55.538930645918,90.60522694320449,74.58484480326173,1,5.99
2,83.04917647111736,91.45034439743537,76.0892383357443,86.21154004909668,1,8.39
1,61.341297389431176,48.05649105413653,76.91974896434789,43.050327094697984,0,
2,83.49467117829944,93.55068514564908,61.951797157490304,82.24335708157706,1,7.14
2,70.14024755700058,72.36509156520802,80.19003840060945,68.07703476613993,1,7.57
2,76.43108358097163,79.72764093125494,52.869423730354534,81.69781351492799,1,9.86
2,81.33352459570288,54.64820924841438,86.92785203167783,78.74889954650989,1,8.05
2,96.78413677685747,76.30018368028198,96.0403293503906,83.4955067063873,1,6.08
2,80.45947076835334,92.20858033310424,91.12121922899043,81.82432454180828,1,8.02
2,70.07037546181792,79.6946044344435,75.6157655628331,75.66870035717032,1,7.14
1,70.72254563291506,40.08842932517869,77.69966277515655,50.16248355913491,0,
2,70.35554967882018,47.15469467915567,92.34992998786342,64.7994842480333,1,6.08
1,77.84023091831823,92.28484205145125,79.8656189165356,63.954799639319766,1,
2,94.21344521209258,60.28665524416793,97.51921471895588,80.93339526987664,1,8.15
2,68.27364152574245,64.89087818858938,83.11237737607402,69.8846217427121,1,6.06
2,65.74309853794381,69.35079769282217,95.55847922575106,80.61642006754653,1,6.1
2,60.165086186984155,96.14798989175748,58.32831250422031,81.77707678486126,1,7.97
2,80.16299787360353,64.48085001989612,51.83048579211004,73.81028741578132,1,8.94
1,97.95542149013333,98.32031977789222,99.62908977438818,75.09307170894421,1,
2,77.45157437174777,71.33736839867032,82.50817662588219,79.4045949541596,1,7.17
1,87.8968106898736,57.14549947556236,83.34637237293404,61.43194513486233,1,
1,93.04270521010113,65.79911284726359,86.7614259050798,59.66583992601908,1,
1,80.92261699076477,97.46738805929223,96.44039803439426,68.7040758772214,1,
2,87.47284863969185,88.08582293251871,88.71500588900754,92.24035692146519,1,8.44
2,74.09901766382798,83.84573811119796,94.50036373470289,81.15273778053157,1,7.05
1,78.60822449134872,80.365876864748,55.093938206977825,49.27543038299686,0,
2,89.36256140092432,80.93375605459504,85.32382436097015,84.73907341815186,1,7.19
2,64.53709706983366,51.354256152714896,82.9852241073546,76.82470164077131,1,9.57
2,63.99052016152534,67.96021086118077,96.97168114480937,72.99294294406832,1,8.17
1,68.63284109987373,42.20328175004927,57.572276096767865,40.63774529831412,0,
2,71.83253451005439,44.11605909370874,83.98543146395475,58.266847511671074,1,5.7
1,89.81757896737321,43.14130121124835,92.4549009979338,51.538065208257166,0,
2,67.30779250845531,51.21612070250059,54.404642535594334,64.96097730019873,1,8.56
1,77.2122357959785,48.57051788885991,74.0279970418134,47.61156351001222,0,
2,83.71817091709613,48.60254026409437,58.261894510520044,69.44517247015031,1,7.04
1,91.79245214166593,84.5915919238962,85.08691369386287,64.70148694262903,1,
2,74.9321996049155,67.14245062139804,63.86454281342117,73.11245904535217,1,5.81
2,61.4501958176611,55.032763535867694,57.20800301941848,54.93379271229525,1,5.45
1,77.01745754465668,75.70790049434089,67.85961669965224,55.47569276236618,1,
2,84.5792403281193,99.60339272434409,68.16916854982482,72.95990575505778,1,6.32
2,67.89153234868274,77.69759370889315,66.07178726535085,74.03521733158625,1,7.65
1,79.04201608796399,69.77552517294168,71.35525226801715,53.79943163703888,0,
1,81.28453941061262,50.01718532483192,93.07090230477587,44.300551719031965,0,
2,80.78969945749068,48.43474771978494,79.20095899339229,76.44580107119509,1,9.96
2,86.4410823293747,45.758541801766775,75.38654820061191,66.76193603571303,1,6.84
1,66.38178720452754,43.987799546576326,63.95041451738983,45.85574882564567,0,
1,84.07526358545289,88.50434433362145,73.72667813112204,70.4122635456485,1,
2,77.97405266918184,72.48606859659068,82.90462804698339,77.11206092403805,1,6.93
1,64.88439656040107,79.26052032956318,65.78166076835761,55.11753465769167,1,
1,78.45909858498936,40.64866501811178,79.80217977388236,46.53927045569761,0,
2,76.89407490802938,91.38120092881053,91.13231735731497,71.92674770478435,1,5.45
2,97.99197413848012,98.16400675397121,97.41035309077321,96.78184390176561,1,6.88
2,98.89039206966842,76.86289838540522,60.146294285099415,72.86008685881168,1,5.07
1,70.52450279643372,89.65318313644282,60.294099408916054,60.251118160490776,1,
1,60.230346419924864,95.27845073277854,86.3509263507067,53.15078273604923,0,
2,92.04839600974515,71.1455038203837,59.183076939094285,76.54457927605968,1,7.05
1,86.35695767640605,52.28080654343704,84.80399307835197,52.79660353667688,0,
2,66.78644325026876,54.872534339437046,88.32025117842211,76.2844894842973,1,7.78
2,63.48134260366217,71.94106759102834,79.06413659805298,72.64079099772452,1,6.43
1,77.66122005493509,46.96833761203153,61.84619969483617,44.21042405375422,0,
1,78.50138864532592,45.35737147153438,66.58084245539169,36.45234657001818,0,
1,88.70391062632706,51.78515295232104,82.05430517910797,52.570481988153475,0,
2,87.122415071507,91.53473956573848,87.14083452886658,91.78992340802046,1,6.69
2,68.84886056729196,70.85243046863718,59.25543652139226,73.02572038310515,1,7.06
2,65.3949938563219,75.26610775636539,52.262915693527574,65.99792719179413,1,8.88
1,74.65846139485592,75.57041083048661,99.36842361561,54.03619472030381,1,
1,76.56519010115709,74.6734667616453,72.77833909950544,54.62030761285048,1,
2,69.5304965335972,63.032497206056654,73.26196575899681,67.30559432152391,1,5.54
2,84.05470507960266,82.64003475657012,67.07756159275525,78.93677683227871,1,7.02
2,72.33578367860585,61.53477945988184,72.49797881843048,67.69625708774309,1,6.59
1,71.14585856946445,89.6949551462331,88.99104420050341,69.39792749968045,1,
1,64.4815560867221,62.06715926536917,52.35983508486895,44.67144992980882,0,
1,91.90236402548753,70.46830383752675,91.32323047460915,63.931947007956225,1,
2,94.49006513209949,63.3078185566598,52.601492347492254,65.50795444951655,1,7.17
1,93.29770563201687,94.38624720066466,84.85818460689902,77.11003616081467,1,
1,89.9229271771813,63.076664558726094,71.60336425333088,58.834225896870464,1,
2,92.68339787678599,66.09754638107302,62.667418223642954,68.65942168179113,1,7.8
1,74.9300716651736,76.41081733240836,87.58990817934665,68.01416295664336,1,
2,76.71424746088526,66.94838130756347,73.77850383768268,63.23440618769785,1,5.44
2,65.93130151583664,58.16641554140155,76.85371079516631,52.383722822206636,0,7.38
1,99.46520491835388,90.22717766983914,72.23563884291679,66.48847077838741,1,
2,63.70304268208395,78.04221840481651,97.28692109947264,73.16070119704004,1,6.62
2,94.91493143068504,67.34364404081478,52.79441341265376,80.74957992899175,1,8.05
1,92.58298880925528,68.4285897038768,53.38023747361916,51.362308896605334,0,
1,69.19818423564345,76.46516098573915,70.96673402096442,47.82980805922051,0,
1,97.08711277917811,45.62659157542099,59.21243257863371,47.891273727087686,0,
2,70.62142422455048,63.70749308647404,90.73489230600077,83.75260224145276,1,6.18
1,77.04725208943891,49.62192436718459,97.38430885321398,51.242682602292895,0,
2,97.33034670323416,45.01980460307099,83.86607939807371,64.53718094955472,1,7.47
1,87.05871748905449,58.43298502127625,69.46948898334367,46.36911741535305,0,
1,82.43751886141546,96.86128155786824,94.30856470279966,70.7362461133044,1,
1,84.80530391206148,52.193385465165235,84.74765596715238,47.53719887863377,0,
2,77.01232601204613,67.82930312605978,61.62967994878795,66.91275906278764,1,7.65
2,64.44388835383963,93.38282320746384,76.67538312582434,84.26562312384095,1,8.45
2,94.31980890909435,51.913144212225575,64.69582984452829,76.86984533008517,1,5.98
2,89.41656102028013,65.68557259749663,80.40505934260459,78.31345687254628,1,7.21
1,74.5232918559454,91.02088006719373,77.44548158200358,51.21511456383125,0,
2,87.59365133743857,47.623195014280235,87.74634183188473,69.75694511212937,1,6.97
2,82.46464639165819,97.37357182456924,78.36699647844678,91.3505412518465,1,9.29
2,67.02045809861984,52.386561527744135,74.92037713566025,55.753153482263706,1,7.47
1,84.67707673502969,79.31042287146028,71.27528296359213,58.85937272172714,1,
1,64.79461469334731,73.58534101830296,83.0917292556999,54.03792516467273,1,
1,98.79515306830555,97.84173082993082,99.57663879136933,77.73364092435152,1,
2,95.89130688542087,80.95850808670365,59.624038388521086,78.25435222910733,1,6.96
1,78.98523502999255,88.39990318160899,94.77778704369425,62.047023057194494,1,
2,95.46122682820672,75.73015603436846,50.0621719433051,75.11762057967704,1,8.51
2,90.81957434005184,53.452588732530586,71.89930107809829,72.3327313853725,1,8.77
2,77.01421097314736,89.19292787556685,90.40057100483868,80.18809396529586,1,6.81
2,80.03021098963944,40.80428885511946,98.07354422623746,71.80190087917371,1,7.89
1,81.70578538830307,59.88082042618305,78.8490806208841,55.20283191498513,1,
1,89.03919639941182,44.20648837847541,79.42156202267262,49.93755173924849,0,
2,62.872301817818766,76.98137941594149,67.41940300510286,67.44064296568106,1,7.28
2,61.8372012891636,94.57413660067525,63.58902505955986,68.17893442471251,1,7.35
2,85.14980903312284,47.44581256658094,75.70940904605057,71.82413692275348,1,8.25
2,68.51403083839655,48.72537154572639,67.19469216261832,58.18291089650492,1,9.14
1,82.311336694801,87.75558322861013,77.52853172706821,76.8213861838918,1,
1,74.43895587760107,47.90290171474561,53.422035462131305,32.34765600773966,0,
1,71.86142325150621,99.01403239081978,90.79778947076034,70.34142744282235,1,
2,71.71342489841041,52.1329052475384,83.53438823318305,79.30798338734256,1,8.39
2,95.05717099369741,88.32146020970654,71.15527406381649,79.23678746868607,1,8.76
2,74.24358695018988,75.7191727469737,89.94812626284856,68.7426148227126,1,5.81
2,85.80330767867144,68.55898329163281,78.74562920889502,85.8823461122564,1,9.09
2,93.7376177465896,50.15717261636737,69.96195848345896,55.70821622401131,1,6.8
2,91.8056289004609,72.13789917083392,99.51920888491095,90.37439515238256,1,7.49
2,71.09503253333206,60.478554429393604,66.70394477669088,66.06353276959554,1,5.1
1,71.72843086792258,63.05240277914801,70.77215002960448,54.3493280171339,1,
1,62.05703253937001,40.68507900724442,60.299001793848085,48.29256096323145,0,
2,84.90375186250759,49.77079451674568,86.69150597107279,61.36382097275609,1,5.4
1,66.50467757379565,46.55585261857728,64.28129942811215,48.57579525029392,0,
2,99.08581331201623,76.35701038046267,53.81091967225241,86.17962397558156,1,8.31
2,60.36969258324313,81.20299957629092,99.78741135297648,78.84361025573025,1,8.79
2,63.778282050748764,47.357153227446304,95.72791388440791,70.93987369101956,1,7.95
1,85.27348848679196,70.327307074627,70.53944049998059,55.89241678700235,1,
2,78.98911141081933,84.3646873274015,98.89235436640286,87.77306103385102,1,5.48
1,97.2811242204007,54.997416783857275,96.76972448338994,53.6172601393623,0,
1,96.04632041963956,98.8592426897611,87.11356961261434,69.14430719186814,1,
1,75.88734118473819,79.27904121195726,62.04019080365866,55.53790142219027,1,
1,89.45776942498891,98.63847447949021,77.2315435553568,66.70421115953728,1,
1,76.13931464849588,97.30691243750209,78.22953194667318,71.64356037494237,1,
2,66.42862339566022,75.99207838930283,50.63636408449603,62.914991428661914,1,8.54
1,98.75511421142767,92.57916598853869,53.18972781267989,67.0863186359333,1,
2,64.93022479803527,44.24009141848471,74.57391172092233,61.986800657943675,1,7.98
2,79.57088903590433,74.35392723386133,87.29005243830053,68.90143935505603,1,6.95
1,87.57859876549063,72.5056578560538,51.09233559931009,55.51837284095032,1,
2,81.82250176671032,41.01360130429111,50.65666868549668,52.82312739006419,0,6.15
2,91.86194216185994,61.75701709512772,81.50261010748142,81.1681269716197,1,6.29
2,87.00575417775394,98.06525940238728,51.77094866404319,81.89412053296252,1,9.88
2,91.03895634999553,70.56411217185823,67.96384578822799,85.4345405828241,1,9.72
2,87.12730338356272,87.88279497020923,55.840615840606134,92.99187307797949,1,8.45
2,92.59168006543584,72.77674628741704,99.74249035308964,82.55255339024633,1,6.07
2,99.39751475883455,65.64586426961286,92.25528204901309,76.8961316962083,1,5.27
2,75.50639602235196,82.50153616231967,68.29358515744877,80.23386898634034,1,8.69
2,78.85002866494112,88.93730626242319,65.96501601633786,78.81324392516923,1,8.57
1,91.194039555734,83.40661974129472,64.89296991951056,60.65402073275729,1,
1,61.220009997561974,76.64680426454609,77.01394465937105,52.753853286143425,0,
2,65.96540431390152,70.05981019673175,68.05687585528622,72.23020182375355,1,8.44
1,94.04546686067428,80.15201577628471,66.96526336547836,64.43357353469058,1,
2,62.32185348074015,56.58463246562048,91.53804334066133,61.90919833957953,1,6.0
1,80.12545034320351,78.16576278457254,89.22027366063986,61.19475454144698,1,
1,62.713482364206875,61.22734952418616,68.17019659997135,41.838248656738216,0,
