student_id,year,semester,prev_sem_grade,high_school_marks,entrance_exam_score,parent_edu,study_hours,internet_access,sleep_hours,extra_curricular,attendance,assignment_score,quiz_score,mid_sem_marks,lab_performance,backlogs,pass_fail,final_grade
30,1,2,4.92,92.8794933678971,75.1609826486978,0,2,0,6,0,72.60143485055531,10,71.6342000804016,10.5,63.88183430990706,10,1,5.57
31,2,3,7.23,95.57202717401113,84.97414311932936,1,4,1,8,1,90.53901483276942,7,84.99839850815886,29.0,98.70901329142532,2,1,8.0
32,1,2,7.91,93.56365169178136,98.04388236765351,1,8,1,8,0,98.60905581615975,9,98.6327278695093,26.5,94.98351575629927,2,1,9.18
33,1,1,,63.14393967398999,86.7462512403188,1,7,1,7,0,93.38751599255062,4,70.24389760602058,10.0,87.26863933397334,4,1,5.69
34,4,8,5.0,83.48735807172612,43.57157181230935,0,5,1,9,1,78.73782877029389,2,44.39182033688041,4.0,70.97591138634196,5,0,3.02
35,4,7,3.69,74.89049857744433,47.81136095204814,1,3,1,4,0,82.92475551063016,10,99.83212544730563,5.5,52.788395851050694,0,1,5.93
36,3,5,5.73,98.03915033383547,88.68445016203937,1,2,1,10,0,88.49240494524692,8,69.04624242311462,13.0,75.47535475701083,14,1,6.18
37,1,1,,46.58342807482721,47.30511985886071,0,4,0,7,1,80.90720340778202,3,96.81933216881673,25.5,86.32625740900014,11,0,0.92
38,1,2,6.16,75.66843129475714,60.693350450390994,0,7,1,6,0,63.93794883716086,0,63.41702306637198,23.0,40.23299585427869,2,0,3.44
39,2,4,7.9,42.094351544386555,72.49849046998318,0,2,1,10,0,74.10947149739997,10,53.485648156343686,24.5,46.82657519593058,2,1,6.12
40,2,4,7.41,63.27070598115081,46.06458954230456,1,4,1,4,1,61.90449095434743,1,84.21280660739956,4.0,68.45764694548471,1,0,4.8
41,1,2,8.98,96.03840784511965,98.30153530557612,1,4,1,8,1,93.39730712660527,10,88.64988627030108,30.0,88.7439229488653,0,1,9.09
42,2,3,8.58,95.1318786802826,96.44844620032555,1,6,1,8,0,86.74247568614267,10,97.62917235169593,26.0,99.64566091589973,0,1,8.9
43,1,1,,52.989434035967044,55.81437705511606,1,2,1,5,1,89.53450775136857,1,67.86946562097634,21.0,45.52917403583338,15,0,2.5
44,4,7,6.5,52.51165241795127,85.90380588193383,1,2,0,4,0,77.18840656471133,5,60.300439636734644,18.5,59.42118175292691,3,0,4.87
45,1,2,7.02,98.95834157868994,94.33674413467806,1,8,0,8,1,80.91176654611738,10,99.33355919266748,29.0,96.30220855092367,2,1,8.41
46,2,3,8.12,97.62933529759113,92.77398189766345,1,7,1,10,0,87.59232072499924,7,96.60749230393401,26.0,92.24855187272729,0,1,8.29
47,1,2,6.9,63.25959403352795,65.54569689581831,1,3,1,8,0,68.74778236403588,8,52.33595844209215,27.5,73.69686647398822,11,1,5.73
48,2,4,8.19,44.51928593004429,41.88743171476156,0,5,1,10,1,68.57163003180979,7,69.33131342998482,4.0,84.47206231502959,5,1,6.22
49,2,4,7.03,81.72853625134465,66.30573352067084,1,6,1,10,1,75.10439343534296,0,46.798995539228045,1.0,42.39898063334414,0,0,2.51
50,1,2,7.86,73.13290408327777,73.45967485734498,1,8,1,9,0,99.1330524132606,2,46.46467233709699,25.0,96.84950190203341,2,1,5.65
51,4,8,4.45,56.64254879999808,68.55355064976945,1,7,1,6,0,98.4027702171501,4,91.20400413460388,17.5,51.475836962604134,4,1,5.33
52,3,5,5.51,68.24561330006213,63.30563327367142,0,4,1,10,0,92.13816914930226,7,95.90954843805173,6.0,44.910251608159555,12,1,5.92
53,4,8,6.64,89.24052300406423,67.06984022125576,1,8,1,5,0,69.81869001167274,6,84.32996020155166,24.0,60.33721465434513,0,1,6.01
54,3,6,7.74,76.21867147035927,93.73120722284956,1,5,1,9,1,90.55716413993406,1,99.3542020794564,16.5,82.14137395801993,0,1,6.75
55,2,3,5.78,91.97401737153535,93.4253322267499,1,3,1,6,0,60.61453794140284,6,42.71673043713963,14.5,53.88899509950381,11,0,3.71
56,4,8,5.88,56.20029978790084,42.09894929848377,0,7,1,10,1,62.25396226418844,4,59.890565060108806,7.5,42.99167422779812,9,0,3.3
57,1,2,8.55,85.22133599790658,85.57414691241418,1,5,1,10,1,96.7146553197922,8,82.6424862053367,25.0,81.14825693001818,2,1,8.3
58,1,1,,94.56161960349809,78.95456397027823,1,4,1,4,1,82.56946406237277,7,86.92111019525447,17.0,55.39462120606795,8,1,7.8
59,1,1,,44.90223757613373,48.12271576066607,1,8,1,10,1,74.932307001202,4,93.42478149154121,7.5,48.116431333151226,0,0,0.95
60,1,1,,49.34056753251852,77.82530489013538,0,8,0,5,0,89.6183343946654,8,66.82711235962337,18.5,62.34598662889785,3,0,3.76
61,1,2,4.31,84.12484153042018,91.57863463392377,1,3,1,6,1,64.57451934938197,0,89.75228921810148,19.5,50.38438504296748,7,0,4.14
62,1,1,,96.43819304837459,52.102273443186505,1,6,1,10,0,71.46745844970442,4,90.8572968759041,2.0,60.65886026104579,8,1,5.43
63,3,5,9.29,86.19544969448098,84.80645761489662,1,7,1,10,0,94.5521712445593,7,82.79380922735028,28.5,88.88974261618995,1,1,8.46
64,1,1,,61.525694047968265,94.87990644542496,0,3,0,10,0,68.28675291735128,0,62.619137874405155,26.5,84.55235249503846,14,1,6.61
65,1,2,4.68,74.5067540163617,84.29151383946994,1,5,1,10,0,84.02570523515945,0,51.281693872563295,16.0,53.64397161232965,11,0,3.11
66,2,3,3.12,69.40715416760692,41.73147480016747,1,2,1,4,0,77.90653001913248,4,80.20305765468444,25.0,68.50382643520611,7,0,4.91
67,1,2,6.02,43.85172915986886,72.27538187607314,1,5,1,8,1,68.09455296489574,8,63.23986568306479,14.5,88.92131155067393,5,1,5.67
68,3,6,9.36,94.37578069640051,84.30661055057463,1,6,1,7,0,97.76765419614084,8,93.3554962933196,25.5,99.72754379094819,2,1,8.88
69,1,1,,83.31457443953823,88.63994640901075,1,6,1,9,1,77.421102370694,5,92.55257666928898,18.5,73.43837020579201,8,1,7.75
70,4,8,8.47,88.23794956724223,94.9283846568821,1,5,0,9,1,91.97679951214873,7,88.25504687430211,28.5,88.64640734567493,2,1,7.97
71,3,6,7.13,64.24179701970759,80.7010377673012,0,7,1,6,0,70.12150541541085,6,98.3154255174812,18.5,77.89198775072265,14,1,6.91
72,1,1,,85.83982295917258,99.51559709848665,1,6,1,9,0,73.872198200974,6,64.51684444365759,9.5,69.17773963328099,14,1,8.49
73,1,2,8.03,86.90793324127192,88.22081561149223,1,7,1,6,1,80.97967677093055,9,84.27469310299209,26.5,83.29513285086854,0,1,7.85
74,3,5,5.77,49.93720356461028,52.24438350410841,1,3,1,5,0,79.32857330460182,5,71.75636988642255,4.0,67.56683092444348,1,0,4.79
75,3,6,6.76,93.86790005196755,98.34091180308953,0,8,0,7,1,86.89692147643046,9,87.98077067576796,25.0,99.58200611839922,0,1,7.84
76,3,6,6.19,87.89209903322481,83.59688893671083,1,6,0,9,0,86.58807542141606,9,82.50003016388459,25.5,92.8085729264924,1,1,7.6
77,3,5,6.29,57.10596996297964,67.30310228848832,1,2,1,7,0,95.5977316343658,1,41.391516614767454,25.5,57.0059355343228,5,0,4.16
78,1,1,,57.439019761922104,54.01474498731197,1,8,1,6,1,88.15479592861371,4,84.64025035400309,9.0,96.8287603819385,3,0,2.64
79,1,2,7.97,84.15906932542478,40.47069527443739,0,2,0,9,0,78.29158105992106,3,95.9715692034443,7.5,63.3148991851983,7,1,6.2
80,1,2,6.52,72.35383164018899,87.62600842178523,0,4,1,6,1,67.81404829062834,3,66.4284711576564,20.0,63.40728258594176,9,0,4.93
81,3,5,6.94,55.97369717904809,76.19749063672104,1,7,1,9,0,98.93005617824757,3,43.92442464101695,2.0,76.99596952192408,3,0,4.42
82,2,4,8.38,80.13400633711706,79.3014817843054,1,2,0,9,0,62.99061162496742,7,84.43858655911917,15.5,74.13842298371897,5,1,6.26
83,1,2,8.26,88.91699268397436,86.93155975751559,1,6,1,7,1,82.72212070369574,7,97.34143932416038,28.5,85.80873142938503,1,1,7.81
84,1,2,7.9,96.71848146055626,95.16891913999729,1,7,1,8,0,85.40643078520762,8,86.47306172314987,26.5,89.34160649323917,0,1,7.85
85,1,2,4.77,59.275310404834755,46.181151666532365,1,7,1,6,1,98.18113421302373,0,53.32091637470284,21.0,59.95078153662789,0,0,3.61
86,1,1,,44.30845272672815,45.65655867393616,1,7,0,7,1,71.15528421189038,2,60.22339595272262,25.5,84.26682704139792,3,0,0.92
87,3,5,9.03,74.97216167152257,43.099730549739384,1,8,1,5,0,79.65705287934176,8,94.49891507088651,6.5,47.350171986497706,3,1,6.77
88,2,3,6.79,60.2156124978423,85.19198211485376,0,4,1,8,1,90.44658916322462,2,65.0776677000126,28.5,85.01506779716402,5,1,5.92
89,3,5,4.58,57.66088999092268,85.79848463080779,0,2,1,8,1,97.16742534864645,0,79.24947580906513,6.0,49.670021518779635,14,0,3.89
90,2,3,7.06,94.9093407641411,84.91654265266433,1,7,0,6,0,92.10180018538415,7,81.48710194484448,30.0,86.11963982817807,0,1,7.4
91,1,1,,94.5764436018549,94.95553276544202,1,6,1,9,1,87.68554805505907,10,85.63077816962745,26.0,86.66663574742734,1,1,8.83
92,3,6,7.88,63.847235540021614,52.62522902449109,1,4,1,4,0,99.42034600241428,4,53.68155264008994,28.0,99.42473052762398,13,1,6.62
93,3,5,4.44,71.27624841351215,95.28385528001178,0,8,1,5,0,61.04650500576429,3,43.75745447643035,28.5,75.38931908419106,3,0,3.79
94,2,4,8.78,78.37700394592372,50.37534985763567,1,7,1,10,0,93.28692665786102,9,47.23674466999776,16.5,86.6532515393354,3,1,6.69
95,3,6,5.79,93.6551384946704,88.5440605456367,1,7,1,10,0,85.54859638709307,7,88.33208682011947,30.0,91.10755967658959,2,1,7.31
96,2,4,8.13,75.49172784132239,84.04384210138647,1,7,0,10,1,92.69807250695342,7,73.48029095551973,7.5,98.98947814050781,10,1,7.09
97,2,3,6.73,70.89684109086669,88.83903847439852,1,3,1,8,0,66.48667513066528,10,58.715130630122225,13.5,50.6428810747709,13,1,5.51
98,2,4,8.09,94.44311158633255,92.3014668003702,1,4,1,10,0,86.93636830074387,10,88.39003349811867,30.0,92.09748258662631,2,1,8.7
99,1,1,,49.04756894994109,90.1569466546941,1,7,1,4,0,62.238853074473624,10,85.56955497456484,17.0,87.84292403456354,12,0,4.68
100,1,2,5.74,96.15433511918897,48.21790742855769,1,3,1,10,0,67.98489024337461,8,54.83120977668911,7.0,77.71336856281215,15,1,5.03
101,1,2,8.84,69.29446776600584,55.53332451823027,1,5,1,6,0,84.11169345552773,9,42.04734308101782,1.0,93.81617106587717,7,1,6.1
102,2,3,8.57,95.0904661485113,94.432592720094,1,7,1,6,0,95.2300411270415,7,85.13977635570258,30.0,92.01415962774398,1,1,8.49
103,1,2,4.65,48.45310723422392,92.62163627569822,1,6,1,10,0,96.44907177106136,0,95.28407901904939,13.0,89.58631293859655,3,1,5.58
104,2,4,3.42,50.85838383868014,87.83554153888645,1,6,1,8,0,64.78742147035241,3,41.08151398866311,25.0,50.547827462197226,12,0,3.03
105,4,8,6.27,67.41882157768029,59.69633761348908,1,5,1,7,1,65.62291409170709,2,47.736378972703434,1.5,55.72383366101963,13,0,3.0
106,1,2,6.0,49.49435576045281,50.05685536879776,1,6,1,7,1,97.5510220514447,5,43.90483662406669,10.0,66.64411464337562,15,0,4.77
107,2,3,6.78,93.23781109401801,91.00860775894242,1,6,1,6,0,95.31949318645951,9,87.53853909761075,27.5,97.03235423669415,0,1,8.39
108,3,6,5.92,47.32512529907396,46.76187162629951,0,3,1,9,0,81.59005824059216,1,78.86487246351453,2.0,65.59356352411845,1,0,4.33
109,1,2,5.14,44.33863448636749,84.62604084241265,1,5,1,9,0,79.06902260768825,4,94.62064979096232,20.0,77.6475362640509,8,1,6.16
110,1,1,,82.71292511375735,43.50585945127451,1,4,1,4,1,66.30863681152019,7,87.64400101825781,19.0,63.74869611521764,7,0,3.59
111,1,2,6.01,73.61620453581838,45.080569314561394,1,2,1,9,1,75.17205353530636,10,55.04235478543109,11.0,88.34322334702586,14,1,6.01
112,1,2,8.58,98.07491541217883,98.14234838360265,1,4,1,7,1,87.45209541963553,7,92.69679885746237,28.0,84.00575172496026,1,1,8.34
113,4,8,8.24,81.89397938878781,95.571335286367,1,6,1,4,1,85.93385979411887,4,79.83067741899734,6.0,75.62616868239732,7,1,5.94
114,3,6,7.36,88.68718182482144,89.71231455562295,1,6,1,9,1,83.95619833041043,7,45.43074832442979,29.5,74.67341130029601,5,1,6.01
115,2,3,4.92,74.182471034196,58.36355189297055,0,4,1,9,0,62.388441194812465,10,65.62805472796717,13.0,64.19450951055923,13,1,5.09
116,3,6,6.55,53.0679469069853,59.63200132233575,1,2,0,4,1,93.93920558065633,4,58.67499623111788,27.0,82.30768339646681,13,1,5.86
117,3,5,6.09,77.70972580534372,50.359392149943936,1,7,1,8,0,97.50190920243426,3,49.42683598764526,24.5,41.70859648147298,0,0,4.49
118,1,2,4.0,55.5184141982393,68.08365176772787,1,5,1,9,1,91.20833526492231,9,43.52029905755626,27.5,90.48999931339193,9,1,5.63
119,3,6,6.6,53.98300591147694,75.3186201829637,0,7,1,6,1,67.13537519099252,8,41.62814638463036,7.0,60.877913774335326,14,0,4.22
120,2,4,8.79,95.39056170737979,84.88536194218759,0,3,1,8,1,66.88673317645505,1,91.52371895871343,5.5,87.5813541744912,3,1,5.78
121,3,5,6.05,79.98559684893479,74.96328855902672,1,8,0,6,0,89.04448660627764,0,59.83854717434242,4.5,58.30356949512113,4,0,3.83
122,3,6,3.61,69.27687455542389,51.19383157807958,0,6,1,8,1,77.6347046374159,3,69.5844508431201,24.0,51.27438802576973,1,0,3.96
123,1,2,8.02,97.89420910853731,84.97072004025672,1,6,1,10,1,95.57607710860464,8,85.83264614539024,27.5,87.78978946169745,1,1,7.91
124,1,1,,45.478532654689644,85.00091075372171,1,7,1,5,1,63.019160449460934,2,49.95135178780718,13.5,87.84201717942253,11,0,4.28
125,1,1,,50.53693205986998,62.313759972470564,0,6,1,9,0,88.65745961242328,8,55.6780201619072,21.0,82.21108211712834,4,0,2.91
126,2,3,4.18,41.697095697458785,48.22407655242689,0,4,1,10,0,76.96383827782846,2,50.199165725928815,17.0,64.06187211195832,0,0,3.12
127,3,5,7.3,50.39221784559473,43.26460766501068,0,2,1,6,1,61.23939566332626,2,85.47265249130885,18.5,96.27212346465704,1,1,5.76
128,3,6,6.79,79.39941739737071,90.22046774818703,0,6,1,8,0,81.80631824574135,9,94.45082276315891,26.5,64.52657115105247,0,1,7.68
129,1,2,5.74,62.39892438195646,92.47458860309204,0,8,1,8,1,87.96143401912755,6,66.0700983643574,27.5,61.045163697600515,10,1,5.94
130,2,4,5.5,52.80079447360759,59.52342541367437,1,7,1,6,0,81.12958177885766,1,89.37545948518414,9.5,48.68313465724723,13,0,4.78
131,2,4,5.68,49.0442195818701,77.23355172513992,1,4,1,10,1,64.91519767755997,10,65.54721459504063,5.5,44.21671874471373,1,1,5.11
132,1,1,,65.19217545221841,76.79700081051392,1,4,1,5,0,92.63636482829335,7,66.80690800894055,1.0,60.994144231088995,12,0,4.94
133,1,2,6.01,85.70049432365101,72.74218096197691,0,7,1,6,1,72.68339321940036,5,69.10694039378163,0.5,45.520131172037615,10,0,4.11
134,1,2,4.84,77.65782129410726,96.11501886365997,1,8,1,5,0,96.85839473855384,10,89.21417930329926,13.5,67.75809747332521,10,1,6.76
135,4,8,3.92,57.94385857653059,61.54983631803719,1,6,1,10,1,96.27501825371768,8,96.179482502012,10.5,91.6005726229018,1,1,6.69
136,1,2,8.91,94.35406723418674,92.22611034110773,1,5,1,7,1,84.00724891073298,10,94.88886223291705,26.0,89.52233305389454,2,1,8.88
137,2,3,5.42,50.71197427238289,62.56883860062941,0,5,1,7,1,79.05461533322764,3,93.30659829345575,22.0,68.83485869629514,6,1,5.57
138,3,6,6.25,68.0702807874829,65.16339027810336,1,8,1,5,1,65.494620956278,7,78.56354025905803,25.5,55.206437257993905,6,1,5.58
139,1,2,8.23,83.56549616644081,98.48860183568524,1,4,1,9,0,93.5549397894187,10,96.78514739068525,29.0,83.32591151896793,1,1,9.02
140,4,8,8.26,95.24637523387952,89.62711664215705,1,8,1,6,0,97.03833890050232,9,91.13647351271007,28.0,84.44657717021352,1,1,8.35
141,4,7,4.24,80.8036616984102,93.83696032813131,1,6,0,5,1,85.93493176163815,4,86.36234859558104,8.0,74.07930877306958,15,1,5.37
142,1,1,,48.17044854169427,55.02238304241866,1,3,1,6,0,70.41899395382012,10,82.31509142795022,6.5,75.50758686366358,2,0,1.75
143,2,4,3.49,72.5620748353987,87.94062228114151,0,2,1,7,1,63.052589791667415,9,84.95572228202568,25.5,53.2112675605371,14,1,5.65
144,1,2,5.12,42.175293726491645,99.04108901178162,1,6,1,10,1,62.77041905321012,10,54.06259926810713,15.5,63.93522245390094,1,1,5.18
145,1,2,8.32,89.09813205764794,87.18462281243445,1,5,1,6,1,92.21856161742512,9,83.07502015187893,30.0,91.37365368773013,1,1,8.48
146,1,1,,57.563466270386314,50.461402459052294,1,7,1,9,1,98.13314413235179,6,79.18177140061954,19.5,85.62772231059702,4,0,2.5
147,2,4,4.91,87.49443453580167,97.3248498847658,1,5,1,4,1,87.81112710999122,5,68.97323494324095,28.5,59.18616160254618,12,1,5.58
148,2,4,5.47,64.81868529072389,97.14524168520737,1,4,1,5,0,89.22504668481864,4,85.87960371788117,17.5,56.28141520091437,2,1,5.53
149,1,2,9.19,89.42785692610205,68.86306764857909,0,5,1,6,0,73.17201342608185,1,48.790259869653546,16.0,83.82801995930649,9,0,4.54
150,1,1,,80.44157074756797,66.09905075022778,0,5,1,5,0,83.44154225244917,4,96.8615571111142,4.5,70.82873024426064,5,1,5.53
151,4,8,6.52,91.17446816425105,81.16092674037007,1,7,1,10,0,86.3319997269571,9,94.08074235883315,25.5,97.13493182388936,1,1,7.86
152,1,2,7.4,93.92526950601066,81.05649288968273,1,7,1,6,0,98.033314941112,8,80.45978100205444,27.0,84.22006040774636,2,1,7.55
153,1,1,,96.341698938393,96.49893858921115,1,6,1,10,1,82.65027963373164,9,91.5306770363697,27.5,95.418857521825,0,1,9.66
154,2,3,8.84,54.224637253372876,59.419766862148016,1,7,1,8,0,85.28097990696186,10,58.75719872521469,16.0,49.722010445050564,1,1,6.63
155,4,8,5.93,68.8786227134976,75.79977441594889,1,2,1,7,0,89.2337934259378,5,56.48056575089372,2.0,75.08627466980677,13,0,4.58
156,1,1,,57.24121970451981,75.5491842779155,1,2,1,10,0,87.93960423355975,5,94.12988052377374,11.5,57.01802249888118,7,0,4.28
157,2,4,4.94,57.86722439375794,43.32944326426364,1,7,1,8,0,70.2926668075624,4,90.15691676347097,23.0,46.06545745597533,12,1,5.29
158,3,5,7.75,40.15165298991454,46.069063475105715,1,3,0,4,0,79.44126934346167,8,40.573216231138076,3.5,77.00587627402857,5,1,5.14
159,1,1,,87.53504200984109,97.68587874300023,1,3,1,4,1,86.53387325769215,0,50.90028461449988,8.5,70.40793759376368,1,1,8.94
160,3,6,6.08,65.61797195687316,70.76103720699656,1,6,0,6,1,97.23772528950371,3,83.17191027156616,12.0,69.15881131277453,11,1,5.44
161,1,2,7.72,82.93696338146852,91.02062705360314,1,7,1,7,0,89.99319970720379,10,96.96381257475413,25.5,91.85038854907577,0,1,8.94
162,2,4,6.29,48.67929412041861,76.6728598719298,1,5,1,6,1,72.02035285715772,6,83.05622652518218,17.5,62.34623304730341,0,1,5.75
163,2,3,5.01,95.99552005485123,51.741912358182375,1,4,1,6,1,75.46083734984761,0,71.51824476394077,12.5,80.2100537051287,5,0,4.0
164,2,4,4.47,85.87382308342612,41.41014536909944,1,5,1,10,0,81.65276112410066,10,99.07463008056376,9.5,47.850623856310584,13,1,6.27
165,1,2,5.83,62.529834479297264,46.64491046983054,1,4,1,5,1,99.05435222831008,3,87.83677806958997,9.5,82.89828901819966,1,1,5.91
166,3,6,4.48,61.14852649574196,50.412215178333014,0,6,1,4,0,85.1332642650581,5,68.07569897462764,19.0,74.78882285684188,3,1,5.14
167,1,2,6.02,62.398299407373244,65.05136836645183,1,8,1,7,0,66.18944644024911,9,75.0085891658848,19.5,69.18835840214747,11,1,6.36
168,1,2,6.53,58.0354673668551,79.39731696838774,1,3,1,10,1,93.72576352940115,7,42.6891406304762,30.0,47.65902399807549,15,1,5.13
169,1,1,,95.13112307553459,64.03572244631634,1,3,0,8,0,67.25788788997862,6,97.88412041168897,11.5,56.6958687697974,3,1,6.34
170,2,4,7.28,51.54058938850129,56.243365491759,1,6,1,7,1,61.54984795849467,8,61.764324984633305,9.5,57.717794717174925,15,1,5.03
171,2,4,7.69,91.24004940978213,74.29838339620888,0,6,1,8,0,64.00839816440376,6,79.69114166856485,22.0,54.028759234596095,12,1,5.7
172,1,1,,67.30066193841743,48.9782032905356,1,7,1,5,0,91.44487070611483,2,80.01701353618124,1.5,97.25078359122415,13,0,3.19
173,2,4,5.39,66.98363849942692,56.7095202014432,1,5,0,5,0,96.07582700352495,9,43.416521963564904,10.5,94.9384934709426,8,1,5.63
174,1,2,6.75,96.58978767120095,93.04420656494388,0,3,1,6,0,70.72813014299922,3,55.95117245654852,12.0,72.76799283035503,11,0,4.4
175,2,4,6.74,45.03415250969188,70.99920935567457,1,2,1,9,1,79.92439083088621,2,79.37152315889782,10.0,52.3403549944134,13,1,5.03
176,1,2,6.49,53.503500730880326,64.64662537145743,1,6,1,9,0,83.88892063399271,8,94.72945098258845,8.5,94.66830190437935,10,1,7.15
177,2,4,5.28,92.61087989508738,71.6508711933127,0,3,1,5,0,76.74761664287814,10,86.71798208425808,22.0,84.96439197137045,9,1,6.92
178,1,1,,60.052917602245586,52.473301246299826,0,3,1,8,1,62.61296074604141,10,74.80830541804532,22.5,42.32631033724223,9,0,2.53
179,4,7,7.18,96.00649718812979,92.49036030728695,1,6,0,9,0,81.13305477356961,10,84.6496922489718,29.0,89.81423043472986,1,1,8.03
180,1,1,,89.36130920852463,84.34968707725956,1,5,1,9,0,88.80698728120393,8,98.97685089601326,29.0,92.0988924621532,2,1,7.97
181,1,2,6.75,60.054782449427876,97.59060560431111,0,6,1,7,1,91.91470604582899,8,64.22010290598426,29.0,43.98840184380566,8,1,6.01
182,1,1,,71.20539625635006,64.04195687459517,1,8,0,9,0,63.38518944021159,9,48.994300602904374,16.0,42.98986186934348,5,0,4.65
183,4,8,3.44,71.28532254089943,86.73931035397652,1,8,1,10,0,68.22702855327857,9,41.29833190784116,20.0,67.81143750911083,0,0,4.31
184,3,6,5.6,60.406536190172126,50.72236725595653,1,5,1,7,1,70.79071490403027,1,97.00905739820882,3.0,40.11710280025766,12,0,3.91
185,1,2,5.96,91.69872236678096,93.30408206962134,1,5,1,8,0,91.18252037449187,7,95.55830775619745,25.0,80.93671118822273,2,1,7.08
186,2,3,4.0,82.76308017751298,92.91925544596778,1,2,1,9,0,61.72784102494959,4,52.98305916179182,0.5,49.90825982871639,14,0,2.48
187,3,5,4.68,62.27044724134679,44.521293773733504,1,6,1,7,0,94.401712314196,6,48.50662002832168,24.5,94.59824644174674,9,1,5.25
188,2,3,7.65,97.50091501785653,66.10071564624852,0,5,1,8,0,78.829067942818,3,97.5686727775088,3.5,85.97701162076245,11,1,6.09
